,text                ,category
583,i think she the girl that did interview Parisalan  asking stupid questions and never showed her face                ,Non-anti-LGBT+ content
584,She is very pretty I have seen in saree in an interview So gorgeous                ,Non-anti-LGBT+ content
585,Am a gayAm not committed and am waiting for my lovable partner am 22 chennai                ,Non-anti-LGBT+ content
586,Respect for you                ,Non-anti-LGBT+ content
587,WOW what an amazing film so moving already a very difficult situation to come out to your parents in a liberal country like the UK I cant even begin to imagine the pain these guys would have felt An important LGBT subject covered very well Thank you                ,Non-anti-LGBT+ content
588,nice guys  keep doing well god bless you everyone who behind this                 ,Non-anti-LGBT+ content
589,742 really got emotional  I forgot thats its prank  All the best for you guys             ,Non-anti-LGBT+ content
590,Wow super bro                 ,Non-anti-LGBT+ content
591,If any couples in real life in this society Really its amazing story and love Hats off to lathif character              ,Non-anti-LGBT+ content
592,Bro please study the history of prophet muhammad The famous scholar named Michael hart written a book called 100 in that he gave prophet muhammad as first place study his history I assure you will impress by his lifestyle                ,Non-anti-LGBT+ content
593,Dont worry I support all my LGBT citizens and proud to call myself as an ally And also they took the interview in local beach not inside any university campus  so dont expect those intelligence from these potential rapists who cant think beyond sex  PS My gay friend looks more manly than any of these beings interviewed here but the irony they are making fun of masculinity of Gay men                 ,Non-anti-LGBT+ content
594,horror films tamil  tq ma                 ,Non-anti-LGBT+ content
595,I love you sisternow you look very happy so continue this                ,Non-anti-LGBT+ content
596,title is misleading the video is not in enlgish                ,Non-anti-LGBT+ content
597,Its a Sin                ,Homophobia
598,you can watch ramrudhra YouTube channel You will know about different types of sexualities                ,Non-anti-LGBT+ content
599,I attended very first LGBT parade 20 years ago Respect fellow human beings regardless of differences I dont know why India is always the last to accept and approve with people with differences Love all Lets live in this world peacefully                ,Non-anti-LGBT+ content
600,1st Half    Tmp   2nd Half                   ,Non-anti-LGBT+ content
601,Most people who said no thy didnt understand it properly They willnt                ,Non-anti-LGBT+ content
602,do you have any other better reasonable argument except this stupid one                ,Non-anti-LGBT+ content
603,This movie is my life                ,Non-anti-LGBT+ content
604,Friendship s friendshipdont make it as sexual thing                ,Homophobia
605,435 how cute she is                ,Non-anti-LGBT+ content
606,Great movieclimax super plz do for full movieslike this3 hours movie congrats to teams               ,Non-anti-LGBT+ content
607,1149 she is talking about all Haters comments                ,Non-anti-LGBT+ content
608,Exactly what i thought                 ,Non-anti-LGBT+ content
609,they did not understand about that its not only sex for thier  love feelings mansaksiya                ,Non-anti-LGBT+ content
610,Nice creation nice editing                ,Non-anti-LGBT+ content
611,743 Happy to get a lot of  from FF2ONLINE               ,Non-anti-LGBT+ content
612,Ian follow for u                ,Non-anti-LGBT+ content
613,She is the good human being                 ,Non-anti-LGBT+ content
614,Time has come to smile even                ,Non-anti-LGBT+ content
615,Bro plz explain  about Egyptian culturs how  they  lived  all plz                 ,Non-anti-LGBT+ content
616,You are beautiful Its very nice to do a program with her               ,Non-anti-LGBT+ content
617,yeah yeah yeah find a life in a butt hole                ,Non-anti-LGBT+ content
618,Bro small correction it is not article it is section 377 IPC                ,Non-anti-LGBT+ content
619,Everything in this movie very perfect every character also especially that physiatrist his way of speaking is ultimate                ,Non-anti-LGBT+ content
620,This movie completely expressed our true feelings  Thank you team members for this wonderful effort                ,Non-anti-LGBT+ content
621,thanks Mani sir I want to know more about the journeyer of films you make the dialogues between Latif and Harishs father where Latif describes his madness was so real as if the character played  is actually in love with Harish and the content of the dialogue was etched out from real life situations how was that  possible  it proves how universal is love beyond languages culture religion i am just in trans after watching the movie recentlyi ave become  speechless I also make ensembled AV s for my school seminars I am a school teacher                ,Non-anti-LGBT+ content
622,She is so beautiful and cute                ,Non-anti-LGBT+ content
623,742 and 900 look the way she tries to convince him not to die I cant stop crying Thats the true love of transgender But please dont fool them for your views Please give respect to them                ,Non-anti-LGBT+ content
624,I have tears in my eyes when I watched thisvery emotionallove is a beautiful thing that God has given to us to feel and share it with someoneit doesnt matter to whom we givesprb acting guys                ,Non-anti-LGBT+ content
625,wonderful flim and good one all the matured actors played a very good role congrats                ,Non-anti-LGBT+ content
626,Great hearted                 ,Non-anti-LGBT+ content
627,this is ugly                ,Non-anti-LGBT+ content
628,Dont prank with their feelings She had a good heart                ,Non-anti-LGBT+ content
629,Elijah Lawrence  good to see someone who can clearly look my point there Wish you great life  love                ,Non-anti-LGBT+ content
630,Tq so  much  and congrats  to  team members very  all best  for  ur future  projects                 ,Non-anti-LGBT+ content
631,I shall always hav respect towards them                ,Non-anti-LGBT+ content
632,Not like that think deep there are so many solutions there                ,Non-anti-LGBT+ content
633,Such a wonderful film                ,Non-anti-LGBT+ content
634,Its amazing  cant have words  amazing dialogues  btw I did not know tamil but subtitle work  Thanks  for making this wonderful   short film                 ,Non-anti-LGBT+ content
635,LGBT existed even in mahabharata period Dont be brainwashed by whites n brahmins                ,Non-anti-LGBT+ content
636,raja s  And one more thing about traditions and culture It changes Society weeds out social evils with time If you had to still follow traditions from last century imagine how disgusting it would be               ,Non-anti-LGBT+ content
637,we all defenetly know that those drinks are not at all good for health                ,Non-anti-LGBT+ content
638,Its not good                 ,Homophobia
639,R u still with ur partner                ,Non-anti-LGBT+ content
640,First be union yourself and then complain people                ,Non-anti-LGBT+ content
641,Really very very nice ‍ BE PROUD  Thank you for Uploading this movie LOVE IS LOVE             ,Non-anti-LGBT+ content
642,Muhammad AzeemSH  pls learn to spell properly first Secondly when u poked ur nose into the business of lgbt ppl u were poking into my business Coz Im gay                ,Non-anti-LGBT+ content
643,Shrinivasan Kannan  Uve clearly not looked at lgbt families And if u r  using culture to show ur homophobia No U r just scared to stand on ur own and so u use culture as a shield so everyone will accept ur point but y r u so obsessed with LGBT ban wat did we do to u Is it because the lesbian girls stole all the chances u had with the bi girls If not how about minding ur own business U can b more productive if u stop all this hate                ,Non-anti-LGBT+ content
644,Read this                ,Non-anti-LGBT+ content
645,unna than Da solren                ,Non-anti-LGBT+ content
646,Chennai Avadi dinesh Aunty matum call me en WhatsApp Number 6369269195                ,Non-anti-LGBT+ content
647,I am for next part bro                ,Non-anti-LGBT+ content
648, no children anymore population will reduce next generation  this is not right for Nature                 ,Non-anti-LGBT+ content
649,Babu G my AGE is 20 iam not in WhatsApp bro                ,Non-anti-LGBT+ content
650,All are equal and pls do understand all the humanbeing                ,Non-anti-LGBT+ content
651,Fist time prank video pathu fell pandren bro                ,Non-anti-LGBT+ content
652,Whats wrong with that title They are trans                ,Non-anti-LGBT+ content
653,Really is she transgender She is so cute having beautiful smile                 ,Non-anti-LGBT+ content
654,Like for this Amma                ,Non-anti-LGBT+ content
655,It is nice n needed one and I wish you all to Come up with many more useful content to this society bro                 ,Non-anti-LGBT+ content
656,Its not correct                ,Non-anti-LGBT+ content
657,Yenna ithellam sobad                ,Non-anti-LGBT+ content
658,Really I cant control my so sweet akka super god bless you                ,Non-anti-LGBT+ content
659,Most dont accept Cox they focus on SEX AND FUCKING Enjoy making babies Make make Make until this whole world suffer              ,Non-anti-LGBT+ content
660,Good think that prank                ,Non-anti-LGBT+ content
661,Entire Tamil Nadu Road signals same show only too much arrogant naturedue some softcorner people are accepting this type irritation but limit is there                ,Non-anti-LGBT+ content
662,GREAT STORYI AM GAY AND I AM ENVIOUS ABOUT HARISH FOR HAVING SUCH CUTE AND LOVING BOYFRIENDLATIF I AM YOUR FAN FROM NOW ON AND I AM IN LOVE WITH YOUU                ,Non-anti-LGBT+ content
663,Western and men attitude only Nothing wow                ,Non-anti-LGBT+ content
664,Check this insta page its magizhvan foundation Instagram page                ,Non-anti-LGBT+ content
665,nice to see sir each and every word is true they act well script dialogues music as well as silent lighting location colour etc everything is done by you is excellent sir வாழ்த்துக்கள்                ,Non-anti-LGBT+ content
666,How many Thala fans subscribed him Hit Like                ,Non-anti-LGBT+ content
667,it based on emotions by nature but  man to man love possible upto some extent They can share their love each other but they cant cross their limits                ,Homophobia
668,Very sad but be safe and strong                ,Non-anti-LGBT+ content
669,Its not funny to talk like thisif she is wrong that gave you rights to talk bad about her                ,Non-anti-LGBT+ content
670,Malini nice interview really a bold girl  Ignore the haters they cannot understand all this Victory is ours Lets celebrate ourselves  its our life there is no need for anyones permission to live                ,Non-anti-LGBT+ content
671,U really hero bro                ,Non-anti-LGBT+ content
672,Good explanation Hats off bro               ,Non-anti-LGBT+ content
673,Preethi2395 Preethi I am lesbian                ,Non-anti-LGBT+ content
674,Super bro romba feel and waiting                ,Non-anti-LGBT+ content
675,Why didnt they Smooch They both are so HOT                ,Non-anti-LGBT+ content
676,Naan tamizhan pls mind it your words dont hurt others not good just sharing their thoughts thats all leave it                ,Non-anti-LGBT+ content
677,You are so cool and bold                ,Non-anti-LGBT+ content
678,Please dont give me new disease                ,Homophobia
679,I am a gay is this my fault                 ,Non-anti-LGBT+ content
680,And For your kind information not only Islam but also bible and vedas prefer polygamy also                ,Non-anti-LGBT+ content
681,were the railway POLICE OH IM SORRY THEY SLEEPING                ,Homophobia
682,Anna Vera level pranks super Tirinangai is the best Boys girls Vida                 ,Non-anti-LGBT+ content
683,Am a Gay too but i dont know how to face my family and the society                ,Non-anti-LGBT+ content
684,Vera level thala part 2 I am waiting thala                 ,Non-anti-LGBT+ content
685,Disturbance of the fly was funny                ,Non-anti-LGBT+ content
686,Lakshmi Narayanan dr Lakshmi u can claim this once u find the cure Till then just shut yr mouth and stop commenting here with yr shallow mind Clown                ,Non-anti-LGBT+ content
687,Wow super story Best wishes both of u act in this Short story We expect more stories from ur side From cochin kerala From            ,Non-anti-LGBT+ content
688,Jesus ples save them                 ,Homophobia
689,Really great acting and the real thirunangai it was amazing love showing with u bro                ,Non-anti-LGBT+ content
690,I love the way she handles                 ,Non-anti-LGBT+ content
691,Really really great osm speach                ,Non-anti-LGBT+ content
692,Hmm Nice interview                 ,Non-anti-LGBT+ content
693,such an awesome film  i need o show this film to my parents one day really thanks Mr Mani shankar iyer for your effort this is a life saver film                ,Non-anti-LGBT+ content
694,I am happy they passed this law                ,Non-anti-LGBT+ content
695,Bro Talk about Introverts and Extroverts               ,Non-anti-LGBT+ content
696,Semma bro  humanity                 ,Non-anti-LGBT+ content
697,Thala neenga vera level thala                ,Non-anti-LGBT+ content
698,Mani anna acting realy crying to me                ,Non-anti-LGBT+ content
699,you know bro this is my 1st subscribe channel I hope so you will continue this way to send a msg to people               ,Non-anti-LGBT+ content
700,your  life  very strong   amma                ,Non-anti-LGBT+ content
701,She s nt lookin like a transgender  she looks beautiful but her voice s bad                 ,Non-anti-LGBT+ content
702,Waiting for part 2                ,Non-anti-LGBT+ content
703,Tamil movies and concepts are always connected to our lifes Hats off guys Latif acting was really awesome wonderful                ,Non-anti-LGBT+ content
704,nice to see sir each and every word is true they act well script dialogues music as well as silent lighting location colour etc everything is done by you is excellent sir வாழ்த்துக்கள்                ,Non-anti-LGBT+ content
705,Plz respcet them                ,Non-anti-LGBT+ content
706,I think this is a great humanlove u Akka for the assume charactercongratulation boysarputha manitharkalai kaanpithathukkuwell done                ,Non-anti-LGBT+ content
707,it decreases the population of indiai support this                ,Non-anti-LGBT+ content
708,I would like to call them as super women                ,Non-anti-LGBT+ content
709,Raghu Kethu thank you bro                ,Non-anti-LGBT+ content
710,thanks for uploading it even i think im a part of LGBT               ,Non-anti-LGBT+ content
711,My all support for u thala   waiting for part 2                ,Non-anti-LGBT+ content
712,Superb concept it is new and she is really a god like person waiting for part 2 nanba                ,Non-anti-LGBT+ content
713,Hei stupids u dont know difference between gay and affection on friends or someone Affection on someone even male is not gay                ,Non-anti-LGBT+ content
714,KIRAN The Rebel they dont know their biological nature they only knows what the society their parents toldtheir neighbor and their relatives told they wont think whats nature and how it will work they think culture is more than anything she said a point thats why india is first in danger for women in the world                ,Non-anti-LGBT+ content
715,Waiting for part 2vema post pannuka  pa please                ,Non-anti-LGBT+ content
716,Thala vera level all humans are same  part 2 waiting pro                ,Non-anti-LGBT+ content
717,God bless you Sister                ,Non-anti-LGBT+ content
718,Waste of time to watch this video                ,Non-anti-LGBT+ content
719,Giving birth alone is not a life u should live a life with whom u love that is the real meaning of marriage by the way homosexual marriage is much better the business marriage  giving varadachinai life is short so live a life on your own some people say how would u live when u become old  wait guys  Life is not gurenteed no one can say when we will die so are up suppose to believe and                ,Non-anti-LGBT+ content
720,Dr Bro very good topic Pl Send yr pH No Tank U shasank                ,Non-anti-LGBT+ content
721,100 percentage scripted prank                ,Non-anti-LGBT+ content
722,Hats off brodifferent prank                ,Non-anti-LGBT+ content
723,377 section  correct  ok  congratulations good  job                ,Non-anti-LGBT+ content
724,SuperKiko112 we dunno how they lived rtewe only know that they existed and from some texts indian  we come to know that few condemned it but on the larger scale they consisted and it is all natural  the parade is happening because these people were suffering from a longer time as they couldnt come out to the society and they get married and sufferits a problem to both the partners this parade could bring awareness to homosexuals who are still in the closet  may be an organised one could be better                 ,Non-anti-LGBT+ content
725,Sorry  bro                ,Non-anti-LGBT+ content
726,BIBLE SAYS 1CORINTHIANS 6910 Know ye not that the unrighteous shall not inherit the kingdom of God Be not deceived neither fornicators nor idolaters nor adulterers nor effeminate nor abusers of themselves with mankind nor thieves nor covetousnor drunkards nor revilers nor extortioners shall inherit the kingdom of God                ,Homophobia
727,Oh my GodSuch a bold  fact speechHatsoff to ur speakgood luckforever                ,Non-anti-LGBT+ content
728,sowmya narayan  ofcourse v do                ,Non-anti-LGBT+ content
729,Y any thing wrong in gay                ,Non-anti-LGBT+ content
730,Pls dont make like this kind of prank pls pls                 ,Non-anti-LGBT+ content
731,Super bro i like this topic                ,Non-anti-LGBT+ content
732,Really great anna                 ,Non-anti-LGBT+ content
733,725 Heart Touching Moments                ,Non-anti-LGBT+ content
734,A sophisticated yet forthright film that shines the spotlight on homosexuals in India and their struggle for basic human rights It is uplifting and hopeful to watch the young protagonist Latif confidently and respectfully challenge cultural norms and attitudes in India A powerful film that should nudge us towards a better understanding of sexual diversity in nature and acknowledgement of the sexual spectrum in humans A film that empowers young adults to advocate for themselves  congratulations on winning the Best Themed Feature Length Movie Award at the  Chennai Rainbow Film Festival  2015 Kudos to the young actors musician K Gautam and writerdirector Mani Shankar Iyer for their groundbreaking work                ,Non-anti-LGBT+ content
735,Really superb comment                ,Non-anti-LGBT+ content
736,miracle tone or high frequency in YouTube is it true we can hear it by hearing it we can help brain to secrete dophamine 550 hz                ,Non-anti-LGBT+ content
737,Hari Prasath Only the guy from the US did and also thats the awareness the film wants to spreadif a guy n a girl cud talk relationships in public so should the other colors of love be freely spoken                 ,Non-anti-LGBT+ content
738,She is very good hearted person                 ,Non-anti-LGBT+ content
739,Very bold woman Appriciate U               ,Non-anti-LGBT+ content
740,Very touching talk Sennila Kudos to your bold approach God bless you my sister                ,Non-anti-LGBT+ content
741,Shes an actor how her gender came in the way                ,Non-anti-LGBT+ content
742,Thanks for awareness                ,Non-anti-LGBT+ content
743,May be this is nature way of clearing the population getting more We are highly populated and abusing nature already Time for clearance                ,Non-anti-LGBT+ content
744,Latif harish acting super                ,Non-anti-LGBT+ content
745,wierd தமிழன் what is your problem Comments or person who give comments                ,Non-anti-LGBT+ content
746,Its really very emotional i cant control my tears while seeing this its not a prank its a social experiment some YouTube channel only to do like love proposal prank like that only but TMP  is performaned for our society nd they are trying to change thought its really a gud social experiment I really appreciate u guyzz keep rocking its really different apart frm another utube channals so guyzz plzz follow nd support them nd try to motivate them for more videos for us                ,Non-anti-LGBT+ content
747,1st u go to doctor r get sum knowledge about transgender sum hetro sexual person lyk u r so disgusting                ,Non-anti-LGBT+ content
748,Gowtham G  poi solraana Yen I am gay and if Ive got a hormonal disorder Id know Because if its a hormonal disorder thatd show its clinical features as hypogonadism I aint got anything like that So Im saying its not a disease                ,Non-anti-LGBT+ content
749,Pls do about Veerapan                ,Non-anti-LGBT+ content
750,Im so happy LGBT act                 ,Non-anti-LGBT+ content
751,Stalin Subbiah why would they change the societythey r living their life                ,Non-anti-LGBT+ content
752,How u r earning subscribers without video but ivam putting effort but no support                ,Non-anti-LGBT+ content
753,Vera level attitude mayou teaches me do what makes you happy                ,Non-anti-LGBT+ content
754,My best wishes ma May your life be blessed and may you find peace and joy                ,Non-anti-LGBT+ content
755,Plz send proof if is nature as per scientific research                ,Non-anti-LGBT+ content
756,Harish acting at clinic corridor and bath room was commendable Harish mom dialogue was well written Latif simply make all viewers to love him Appreciate the effort of this film making               ,Non-anti-LGBT+ content
757,Y this kinda classic films are not coming in theater                ,Non-anti-LGBT+ content
758,It is tha no 1 prank video for ever                ,Non-anti-LGBT+ content
759,Seriously fell in love with this girl  Love u lots Malini Im here to support  Love is love  The explanation about politics with the body and telling about swamiyarschurch sister fathers and connecting it with homosexuality and asking a slipper shot question Felt the goosebumps   Lots of love from here                  ,Non-anti-LGBT+ content
760,No worries Please feel free to talk to us Email address contactmagizhvanfoundationorg                ,Non-anti-LGBT+ content
761,Yes she only told thatpaavam                ,Non-anti-LGBT+ content
762,4 arivu athiham bro Arivey illathavan kudutha theerputhan ithu                ,Non-anti-LGBT+ content
763,how to contact your foundation                ,Non-anti-LGBT+ content
764,Heart touching moment  End super bro dance super Akka  Wait for next part  Unexpected moments                ,Non-anti-LGBT+ content
765,Nasty act God is strictly against this God once burned the whole city name Sodom and Gomorrah Its a disgrace to India Repent for your nastiness God will give grace and save you if u repent                ,Homophobia
766,lolthis reply section is sick one thing  let it be gay or strgt all have luf and emotions no lgbtq is wandering just to hav sex all we need is love not lust              ,Non-anti-LGBT+ content
767,please make a video about hitler                ,Non-anti-LGBT+ content
768,aneesh cool So the freedom women is getting now is because of law If law was nt made then these things would have been impossible So credit goes to the law Do u think this would have been possible cauz of culture This is where we make mistake by saying women are respected Bt India is a place of two extremes Women is respected and disrespected here only now who are those women getting respect As I told already if she follows rules of culture Culture dont pray feminine energy for its uniqueness                ,Non-anti-LGBT+ content
769,A real human being                 ,Non-anti-LGBT+ content
770,Society is already hurting them when someone says dont touch me it hurts them lot Their activities may be disliked but ignore them rather than hurting                ,Non-anti-LGBT+ content
771,The story is very nice to create original love and felling is best   to grate original life and like us beautiful life  Latif acting is best in really life                ,Non-anti-LGBT+ content
772,Bestest best lovely bro                 ,Non-anti-LGBT+ content
773,Nice mve 5 times i watched                ,Non-anti-LGBT+ content
774,She is really a very nice person                 ,Non-anti-LGBT+ content
775,Western culture its not advisable                ,Non-anti-LGBT+ content
776,Royal Queen  Its not like just bcoz you are a women Ignore these bad words in the comment sectionthey only say it in social media not in front of your face                ,Non-anti-LGBT+ content
777,Semma Bro  Grate fully thank You                ,Non-anti-LGBT+ content
778,The human who has full  heart                 ,Non-anti-LGBT+ content
779,moorthi moorthi  i understand ur feeling                ,Non-anti-LGBT+ content
780,She is soo caringhats of to u sister                ,Non-anti-LGBT+ content
781,Ashiq intha interview la pavam                 ,Non-anti-LGBT+ content
782,Lathif guy is awesome Keep it up do many movies in different role                ,Non-anti-LGBT+ content
783,When the orthodox burqa wearing woman is OK with others personal freedom I think everybody else should be OK or stop blaming burqa                ,Non-anti-LGBT+ content
784,George Shankar  thank you for your support                ,Non-anti-LGBT+ content
785,Sharik  hope they dont                ,Non-anti-LGBT+ content
786,Whos ur pair mathan gowari lol U be single in thumbnail               ,Non-anti-LGBT+ content
787,raja s  Im sorry to hear how your world view is narrow and pigeonholed into religious views I can just say I am not going to force any of my views on you I shouldnt You have the right to live however you want but that right stops when it intrudes into another person wellbeing Just like you dont want anyone to force anything on you you shouldnt force it on anyone else Thats the basic point Looking at your reply I can see that you are trying to force 1 Religion on non believers 2 Caste by default with your allegiance to Vedas  You are glorifying vedas without actually reading it Vedas confer வர்ணாஸ்ரம the disgusting way of organising people based on birth 3 Your narrow view of exclusively dual sexuality only Please read about  genders and sexuality                ,Non-anti-LGBT+ content
788,Greatwell respect and care themthey r fantastic creations of GOD                 ,Non-anti-LGBT+ content
789,Thanks for the whole team to give us a special opportunity to watch such a great movie Acting story screenplay everything was too good And such a wonderful message to all the parents Please care about your children happiness not about stupid society                ,Non-anti-LGBT+ content
790,This is not foreign culture please check mohini avatar story in Hinduism                ,Non-anti-LGBT+ content
791,Congratulations to the whole team  Bold theme  Superb music by Gautam                ,Non-anti-LGBT+ content
792,Bash Reels  Yow Racist                 ,Non-anti-LGBT+ content
793,Hi friend where are you from                ,Non-anti-LGBT+ content
794,Really a heart touching after that dance                 ,Non-anti-LGBT+ content
795,Gautam bhai Your music is fabulous Trust me you will make it big very soon Cant wait tosee you making a feature film Am really happy for you Keep rocking and in whole i loved watching this                ,Non-anti-LGBT+ content
796,No Wrods Really super akka                ,Non-anti-LGBT+ content
797,She behave like a mother                ,Non-anti-LGBT+ content
798,Mohamed Ali  very good answer                 ,Non-anti-LGBT+ content
799,Transgender have beautiful heart inside dont look bad about them support them they too humans they too have feelings and life                ,Non-anti-LGBT+ content
800,LeZ CHoColAtE Let s accept nature When ur doing against it all problems starts               ,Non-anti-LGBT+ content
801,Where is anchor  This is discrimination  Why she is hidden behind camera  Behindhoods  Does this               ,Non-anti-LGBT+ content
802,Hope they will                ,Non-anti-LGBT+ content
803,Penguin S aiyo he changed his opinion about lgbtnot changing him                ,Non-anti-LGBT+ content
804,From my point of view i Joint me congratulate the team for the wonderful presentation Its a great effort and will enlighten many individuals ii The storyline and the characters carried wonderful messages and awareness In general this is common in this situation however the viewer will get exposure to contemplate the perception on certain topics Some may recover from past unpleasant experiences some get an idea about LGBT and start explore some may get solutions some may realise on what was  not known some may now become well equipped to handle and accept possibilities coz we live in community iii Every individual has their rights to choose their perfect partner and prepare for committed future together iv Every couple regardless gender age race religion caste status colour etc may face challenges Its the true care and love is matters to stay strong till the end Understand and accept each other by accepting and embracing entirely including the weakness and flaws Appreciate and compliment each other and become complete wholeness felt within Hence this is blessings and be grateful                ,Non-anti-LGBT+ content
805,But Honestly I wont scold her  Everyone has their right to make choices on their own will If I told you that I will marry four Women  then dont scold me for what I chose by my own will                ,Non-anti-LGBT+ content
806,She is beautiful an she is just a simple pure beauty                ,Non-anti-LGBT+ content
807,Woman is a beautiful creation on earthwhich will look good for any onelove u katrina                ,Non-anti-LGBT+ content
808,They are not male or femalethey are some people with mental dosorder                ,Homophobia
809,Heart touch subjectGod bless your                ,Non-anti-LGBT+ content
810,Please give alok please please please please please please please please please please please please please please please please please please please please please please please please                 ,Non-anti-LGBT+ content
811,ASHIQ hoods super                ,Non-anti-LGBT+ content
812,A bear was chasing a rabbit and the rabbit was very successful at evading the pursuit God appeared before them granted them 3 wishes each The bear went first and wished for him to be most handsom bear in world The rabbit wished for a mortor bike The bear was confused and wished for the second time that he must be the only male bear in the world The rabbit wished for an helmet the second time The bear was very puzzeled this time and started to mock the rabbit how stupid he is for wasting all wishes for trivial  things he doesnt need Then the bear wished for the final time that all femal bear in world to be in his proximity The rabbit finally wished I wish this bear to become Gay and hopped onto the bike wearing the helmet and scooted away  btw this video is gay                ,Non-anti-LGBT+ content
813,LGBT ok  Wat about Q               ,Non-anti-LGBT+ content
814,havish srinivasula we think tat if schools n other institutions do not ask our caste then we will forget it    Tats a myth Do u think caste is such a small thing tat ppl will forget NO It may happen in some cities But India majority is village Ppl always remember their caste take pride in tat and discriminate others Reservation system is their to give some relief to the discriminated ppl     So root cause of reservation system is discrimination  Reservation is just a remedy to give relief  We cannot remove remedy first tat will be unfair  We should remove the root cause first Then eventually remedy will not be required And we can achieve reservation system free society                ,Non-anti-LGBT+ content
815,Make a longer Vidoe next time Its a valueble message And the editing skill and sound effects were awesome and just on time Simply a masterpiece   Loves from Malaysia            ,Non-anti-LGBT+ content
816,Anna Super  TMP Annas you consept super My heart feeling  Thirunankai is real life human being              ,Non-anti-LGBT+ content
817,Public engaged this pepel                ,Non-anti-LGBT+ content
818,Mistake of nature                ,Non-anti-LGBT+ content
819,Good comment  We should respect transgenders as another human being                ,Non-anti-LGBT+ content
820,Anis Jackson you are guy lover yes or no                ,Non-anti-LGBT+ content
821,Yup her attitude is really fabulous I like her keep going on your way sister I support you always                ,Non-anti-LGBT+ content
822,If you dont interest on that Pls dont hurt they are                ,Non-anti-LGBT+ content
823,Why is it wrong to be a homosexual Nature is what also decided people to be homosexual So please accept them as well                ,Non-anti-LGBT+ content
824,Part 2 iam eagerly waiting                 ,Non-anti-LGBT+ content
825,Be strong And over pray is with you                ,Non-anti-LGBT+ content
826,rohit royals you that type Or not                ,Non-anti-LGBT+ content
827,Im waiting for part 2 And congrats very nice bro                ,Non-anti-LGBT+ content
828,Bro being a doc am conveying this dont use d word genetic here there is nothing to say that this is genetically oriented                ,Non-anti-LGBT+ content
829,Ur really great akka                 ,Non-anti-LGBT+ content
830,Fowzil Rahman  its about sexual orientation and not dress                ,Non-anti-LGBT+ content
831,Pakistan country parcel panni shoot pannanum                ,Homophobia
832,First time  a prank show got emotional moment                ,Non-anti-LGBT+ content
833,She is so cute                ,Non-anti-LGBT+ content
834,She is  very very  respectful                ,Non-anti-LGBT+ content
835,True hearted true soulthat akka shows  real love and care                ,Non-anti-LGBT+ content
836,Noit is a sinbro                ,Homophobia
837,I really love yu Abu vaavachii cant live without yu                ,Non-anti-LGBT+ content
838,Only positive and negative attracts while same pole attracts its a defect it must be cured its not a culture These things are not a natural                ,Homophobia
839,I never seen movie like this  very heart touching me eye got wet very emotional really appreciate                ,Non-anti-LGBT+ content
840,Think about one generation where no male wants to live with female and no female wants to live with male It will be the end of the humans Male to male should not be attracted for sexual desires they can be friends people think this as freedom but this is not Dont consider transgender as lesbians or gays They change their sex and then they are attracted to opposite sex Dont think that whatever foreign countries do as correct We were the people who were leading culturally they should follow us not the reverse                ,Homophobia
841,What a painful story Pa                ,Non-anti-LGBT+ content
842,sky blue  u coming frome                ,Non-anti-LGBT+ content
843,She is so pretty                ,Non-anti-LGBT+ content
844,Soundhar Rajan  thank you                ,Non-anti-LGBT+ content
845,God bless you                ,Non-anti-LGBT+ content
846,Really amazing Thank u bro                ,Non-anti-LGBT+ content
847,Semma acting bro vera level TMP Squad                 ,Non-anti-LGBT+ content
848,Very happy to see you with so much of courage and confidence And please accept our apologies on behalf of those people who are discriminating you without any basis                ,Non-anti-LGBT+ content
849,She is not like trans but voice is like boys she is beautiful                ,Non-anti-LGBT+ content
850,God bless                 ,Non-anti-LGBT+ content
851,My life is full of problems and pain                 ,Non-anti-LGBT+ content
852,Really super Anna   Beautiful mgs and motivating speach Stay happy and make others happy always                ,Non-anti-LGBT+ content
853,I cant control my tires They r u also a mom for us  but the world is speaking badly                ,Non-anti-LGBT+ content
854,Waiting for the entertainment bro                ,Non-anti-LGBT+ content
855,Yeah buddy they dont expect anything like other Just need acceptance                ,Non-anti-LGBT+ content
856,That akka is awesome                ,Non-anti-LGBT+ content
857,Red blouse aunty super speechblue short worst speech                ,Non-anti-LGBT+ content
858,Hamelton Melvin  thanks for your good response                ,Non-anti-LGBT+ content
859,Ohh woah  she is a transgender I cant believe it she look like a girl really boys can  confused oh man awesome                ,Non-anti-LGBT+ content
860,Source of thoughts Enna                ,Non-anti-LGBT+ content
861,ashok kumar  pls Share your contact details I will call you                ,Non-anti-LGBT+ content
862,First the community should start accepting inter caste wedding                 ,Non-anti-LGBT+ content
863,Heart melted video bro promise sa na aluthuten                ,Non-anti-LGBT+ content
864,That smile                 ,Non-anti-LGBT+ content
865,super bro speaking genuine                ,Non-anti-LGBT+ content
866,Thank you so much                 ,Non-anti-LGBT+ content
867,wierd தமிழன் i dont have any hesitation Bro Yes I am a muslim I wont hide my name always  Living in taminadu  i am not an Arabian India is my country I had indian passport Moreover india is a secular country Indian constitution wont interfer in citizens religious topics   Think about it                ,Non-anti-LGBT+ content
868,Face is the index of mind he is the example                ,Non-anti-LGBT+ content
869,Malini awesome speach  for adopting more than cutting  dispose baby in plastic bag                ,Non-anti-LGBT+ content
870,We have treat all as humans                ,Non-anti-LGBT+ content
